cluster_id,logFC,logCPM,LR,p_val,p_adj,celltype
CD4+ TE,2.5756859697045944,15.431573761900658,24.214427119466258,8.61842604488929e-7,7.75658344040036e-6,CD4+ TE
CD4+ Naive,9.00842442435025,11.87172267211497,13.123033293687541,2.916873936282174e-4,0.0013125932713269784,CD4+ Naive
CD4+ TFH,2.006194603360167,11.86473217155014,5.31651491882355,0.021124219300648395,0.06337265790194518,CD4+ TFH
CD4+ CM,0.8389548218220951,12.490054275290737,1.5376148375642575,0.21497318124434198,0.43711806575218504,CD4+ CM
CD8+ EM,-0.47206179156707745,18.496210738441732,1.2791943162293506,0.25804889230413786,0.43711806575218504,CD8+ EM
TCRgd+,-0.6281162478104118,15.878426378094089,1.1130862735706515,0.29141204383479,0.43711806575218504,TCRgd+
CD4+ EM,0.20859645000024923,18.478620212996034,0.3276159003695813,0.5670663160740611,0.7290852635237929,CD4+ EM
CD8+ TE,0.1953649620536436,17.155995828471973,0.12825201985350532,0.7202513336090016,0.8102827503101269,CD8+ TE
CD4+ Th1,0.014351255667422548,12.353465592544314,2.2256003159881743e-4,0.9880972437654888,0.9880972437654888,CD4+ Th1
